title,sentence,sentiment_dict,sentiment_total,[u],[p],[s],[cc],[cs],annotations
if you love an slr 35mm but need to go digital,this is a great camera for you !,{'camera': 2},2,False,False,False,False,False,camera[+2]
if you love an slr 35mm but need to go digital,"the canon g3 gives tons of control for photo buffs but still has an "" auto "" mode that makes it very easy for the novice to use .","{'control': 2, ',auto mode': 2}",4,False,False,False,False,False,"control[+2],auto mode[+2]"
if you love an slr 35mm but need to go digital,i can hand this to anyone and know they will take some great photos !,{},0,False,False,False,False,False,
if you love an slr 35mm but need to go digital,"i love having the option to manually control the f-stop , shutter speed and even focus .",{'control': 2},2,False,False,False,False,False,control[+2]
if you love an slr 35mm but need to go digital,"i was able to take great photos of the 4th of july fire works , and got some amazing shots of the kids playing with sparklers .",{'photo': 3},3,False,False,False,False,False,photo[+3]
if you love an slr 35mm but need to go digital,warning - i did read the manual !,{},0,False,False,False,False,False,
if you love an slr 35mm but need to go digital,"but if you 've used a slr 35mm camera , the controls are very intuitive !",{'control': 2},2,False,False,False,False,False,control[+2]
if you love an slr 35mm but need to go digital,once i read the manual i was able to point and shoot without having to fumble around trying to figure out where the controls are located .,{},0,False,False,False,False,False,
if you love an slr 35mm but need to go digital,"with a quick spin of the dial you can select shutter priority ( for high speed subjects ) , aperture priority ( for focal length ) or full program mode where the camera selects both for ideal photo quality .",{'dial': 1},1,False,False,False,False,False,dial[+1]
if you love an slr 35mm but need to go digital,the manual mode is easy to use with fast access for the selection of shutter speed and aperture without having to fumble through menu options .,{'manual mode': 2},2,False,False,False,False,False,manual mode[+2]
if you love an slr 35mm but need to go digital,it does n't do you any good if a camera has all the features but you can 't access them quickly when you need them !,{},0,False,False,False,False,False,
if you love an slr 35mm but need to go digital,this camera also has a great feel and weight to it .,"{'feel': 2, ',weight': 2}",4,False,False,False,False,False,"feel[+2],weight[+2]"
if you love an slr 35mm but need to go digital,"you feel like you are holding something of substance , not some cheap plastic toy .",{'feel': 2},2,False,False,False,False,False,feel[+2]
if you love an slr 35mm but need to go digital,"the more i work with it , the more i love it !",{'camera': 2},2,False,True,False,False,False,camera[+2][p]
if you love an slr 35mm but need to go digital,i would recomend that you purchase a lexar media cf for the camera as the sandisk card that comes packaged is too small and too slow !,{},0,False,False,False,False,False,
if you love an slr 35mm but need to go digital,i did n't think i would find this quality and ease of use for under $ 1500 - i 'm thrilled with my purchase !,{'camera': 3},3,True,False,False,False,False,camera[+3][u]
outstanding camera,"this is my first digital camera , and i am very pleased with it .",{'camera': 3},3,False,False,False,False,False,camera[+3]
outstanding camera,"i do not know a whole lot about photography , but i am happy to know that this camera can always perform , even as i grow in skill and knowledge .",{},0,False,False,False,False,False,
outstanding camera,"seriously , this thing has everything that a pro or expert amateur could want .",{'camera': 2},2,True,False,False,False,False,camera[+2][u]
outstanding camera,"but at the same time , it takes wonderful pictures very easily in "" auto "" mode , so that even an average joe like me can use it !","{'picture': 2, ', auto mode': 2}",4,False,False,False,False,False,"picture[+2], auto mode[+2]"
outstanding camera,four megapixels is great .,{'four megapixel': 1},1,False,False,False,False,False,four megapixel[+1]
outstanding camera,"i know there are five mp cameras out there , but this thing does just fine for me .",{},0,False,False,False,False,False,
outstanding camera,"if you want , check out the canon website and they have some sample images , taken by this camera , for you to download .",{},0,False,False,False,False,False,
outstanding camera,"if you are looking for a very simple point and shoot camera , this is probably not what you are looking for .",{},0,False,False,False,False,False,
outstanding camera,"if you are looking for an outstanding camera that can take you from simple to complex , this is it .",{},0,False,False,False,False,False,
outstanding camera,it is a very amazing product .,{'product': 3},3,True,False,False,False,False,product[+3][u]
outstanding camera,i highly recommend it .,{'camera': 3},3,False,True,False,False,False,camera[+3][p]
love my new g 3,just received this camera two days ago and already love the features it has .,{'feature': 2},2,False,False,False,False,False,feature[+2]
love my new g 3,takes excellent photos .,{'photo': 2},2,False,False,False,False,False,photo[+2]
love my new g 3,night mode is clear as day .,{'night mode': 2},2,False,False,False,False,False,night mode[+2]
love my new g 3,"i have not played with all the features yet , but the camera is easy to use once you get used to it .",{'use': 1},1,True,False,False,False,False,use[+1][u]
love my new g 3,the only drawback is the viewfinder is slightly blocked by the lens .,{'viewfinder': -1},-1,False,False,False,False,False,viewfinder[-1]
love my new g 3,"however , using the lcd seems to eliminate this minor problem .",{},0,False,False,False,False,False,
love my new g 3,overall it is the best camera on the market .,{'camera': 3},3,False,False,False,False,False,camera[+3]
love my new g 3,i give it 10 stars !,{},0,False,False,False,False,False,
noise level,this camera has significantly more noise at iso 100 than the nikon 4500 .,{},0,False,False,False,False,False,
the pictures are brillient,i just bought the camera a few days ago .,{},0,False,False,False,False,False,
the pictures are brillient,"before i "" get used to it "" , here are my first feelings :",{},0,False,False,False,False,False,
the pictures are brillient,"a ) the picture quality ( color and sharpness of focusing ) are so great , it completely eliminated my doubt about digital imaging --- how could one eat rice one grain at a time : - ) )",{'picture quality': 3},3,False,False,False,False,False,picture quality[+3]
the pictures are brillient,"b ) the lens cover is surely loose , i already accidently finger-printed the len a few times , and au lens tigt and cause potential damage .",{'lens cover': -2},-2,False,False,False,False,False,lens cover[-2]
the pictures are brillient,i wish canon would work out some way for that issue .,{},0,False,False,False,False,False,
the pictures are brillient,"the zooming lever is shaky , i hope it does not operate mechanically , otherwise you 'll feel uneasy .",{'zooming lever': -2},-2,False,False,False,False,False,zooming lever[-2]
great gadget,i bought this last week through amazon .,{},0,False,False,False,False,False,
great gadget,got a great deal from a reputable seller .,{},0,False,False,False,False,False,
great gadget,i love this camera .,{'camera': 2},2,False,False,False,False,False,camera[+2]
great gadget,i am still trying to figure out the may options it has .,{},0,False,False,False,False,False,
great gadget,took hundreds of pictures and they were great .,{'picture': 2},2,False,False,False,False,False,picture[+2]
great gadget,"great colors , pictures and white balance .","{'color': 2, ',picture': 2, ',white balance': 2}",6,False,False,False,False,False,"color[+2],picture[+2],white balance[+2]"
great gadget,has 4x optical zoom which is higher than any other in the same price range .,{'optical zoom': 1},1,False,False,False,False,False,optical zoom[+1]
great gadget,it is generally overpriced a little bit but you get what you are paying for .,{},0,False,False,False,False,False,
ok for a digital camera,"maybe it is my lack of experience , but i found shots with this camera very disappointing .",{'picture': -3},-3,True,False,False,False,False,picture[-3][u]
ok for a digital camera,it was ( i sold it after a few months ) too expensive for the shots that i got .,{'price': -3},-3,True,False,False,False,False,price[-3][u]
ok for a digital camera,"sure it had all the features , but when i tried to shoot a girl 's basketball game it just wan't up to the task .",{'camera': -2},-2,True,False,False,False,False,camera[-2][u]
ok for a digital camera,i do n't think i was asking too much .,{},0,False,False,False,False,False,
ok for a digital camera,any film zoom p and s would have given superior results with a minimal effort .,{},0,False,False,False,False,False,
ok for a digital camera,and with the 500 you save you could print the results for the life of the camera .,{},0,False,False,False,False,False,
ok for a digital camera,i found that low light situations combined with any sort of action left this camera in the dust .,{'camera': -3},-3,False,False,False,False,False,camera[-3]
ok for a digital camera,i wanted it to shoot concerts as well .,{},0,False,False,False,False,False,
ok for a digital camera,that meant even less light and just as much action .,{},0,False,False,False,False,False,
ok for a digital camera,"sure , i adjusted the film speed to 400 .",{},0,False,False,False,False,False,
ok for a digital camera,the grain was terrible .,{'grain': -3},-3,False,False,False,False,False,grain[-3]
ok for a digital camera,next time i set it at 100 and used the flash .,{},0,False,False,False,False,False,
ok for a digital camera,"well flash photos are never great , and there was still a lot of noise .","{'flash photo': -3, ',noise': -2}",-5,False,False,False,False,False,"flash photo[-3],noise[-2]"
ok for a digital camera,"when i took outdoor photos with plenty of light and the objects were n't moving , the photos were awesome .",{'photo': 3},3,False,False,False,False,False,photo[+3]
ok for a digital camera,the camera was a marvel .,{'camera': 1},1,False,False,False,False,False,camera[+1]
ok for a digital camera,getting the printer to help output them was another tale .,{},0,False,False,False,False,False,
ok for a digital camera,overall i think that you need to consider what you wan't to do .,{},0,False,False,False,False,False,
ok for a digital camera,"for simple point and shoot photography , consider a cheaper digital .",{},0,False,False,False,False,False,
ok for a digital camera,you do n't need the extra resolution or the cost .,{},0,False,False,False,False,False,
ok for a digital camera,then again a one time use camera may do just as well .,{},0,False,False,False,False,False,
ok for a digital camera,"if you shoot in lots of light and desire high quality , this will be your camera .",{},0,False,False,False,False,False,
ok for a digital camera,it is versatile and seems to be one of the best .,{'camera': 3},3,False,True,False,False,False,camera[+3][p]
ok for a digital camera,"me , i am going with a leica minilux ( the g3 was replacing mine which was stolen ) .",{},0,False,False,False,False,False,
ok for a digital camera,sure .,{},0,False,False,False,False,False,
ok for a digital camera,"it is less versatile , but i am never disappointed with the output .",{},0,False,False,False,False,False,
within its limitations,"i am a long-time user of highly responsive film slrs and professional quality external flash equipment , just so you know my bias .",{},0,False,False,False,False,False,
within its limitations,"i have been watching the development of digicams for years , waiting to make my first move .",{},0,False,False,False,False,False,
within its limitations,"what i really want is a $ 1,500 digital slr with a full frame sensor that will take my nikon lenses .",{},0,False,False,False,False,False,
within its limitations,"i figure that is at least three years off , and i am getting impatient .",{},0,False,False,False,False,False,
within its limitations,hence i decided to spring for a point-and-shoot digicam that that would have features that would let me get around their inherent limitations .,{},0,False,False,False,False,False,
within its limitations,"i chose the g3 because of its reputation for very high quality , clean images .",{'g3': 1},1,False,False,False,False,False,g3[+1]
within its limitations,"the two limitations i knew i would have to deal with are the very long lag time before it focus-locks ( even in bright light ) , and the unsatisfactory light quality of the built-in flash .","{'lag time': -2, ',flash': -2}",-4,False,False,False,False,False,"lag time[-2],flash[-2]"
within its limitations,"as of this writing , technology has not solved the focus-lock lag time problem for point-and-shoot digicams and anyone who is satisfied with it simply has never used a modern film slr .",{},0,False,False,False,False,False,
within its limitations,"at least once youve got focus lock , the shutter release lag time for the g3 is about 1/10 of a second , which from what ive read , is better than just about anything else available .",{},0,False,False,False,False,False,
within its limitations,what makes the focus-lock lag time something i can live with is the extreme depth of field obtainable with these point and shoot digicams at f8 .,{'depth': 1},1,False,False,False,False,False,depth[+1]
within its limitations,"once i get focus lock , i can then wait until my restless subject ( a pet or a child ) strikes an amusing pose and then fire the shutter with some reasonable probability of getting my subject still in focus .",{},0,False,False,False,False,False,
within its limitations,now what about the flash problem ?,{},0,False,False,False,False,False,
within its limitations,"relative to what i can easily achieve with external flash on my nikon slr , the internal flash on the g3 produces harsh , flat images with ugly hot spots .",{'flash': -2},-2,False,False,False,False,False,flash[-2]
within its limitations,"fortunately , the g3 has a hot shoe that can take an external flash , and fortunately for me , i already owned a one of the highest quality external flashes that money can buy : the metz 60 ct-4 .",{'external flash hot shoe': 1},1,False,False,False,False,False,external flash hot shoe[+1]
within its limitations,"i cant use my nikon external flash on a canon camera , but i can use my metz , with the proper metz module and extension cord connected between the g3 and the 60 ct-4 .",{},0,False,False,False,False,False,
within its limitations,"for those who have this metz flash ( or the 45cl-3 ) and would like to get the absolute ultimate quality out of this g3 , the metz module you need is the sca 3102 and the connector cord is the sca 3000c .",{},0,False,False,False,False,False,
within its limitations,"in order for this to work , you have to set the camera to manual mode and set the shutter speed and f-stop yourself .",{},0,False,False,False,False,False,
within its limitations,"contrary to what ive read elsewhere , the g3 does sync at 1/250 of a second with third-party flashes , just as it does with the dedicated flashes from canon .",{'flash': 2},2,False,False,False,False,False,flash[+2]
within its limitations,"you also have to set the g3 to second shutter sync , which is what youd want to do most of the time anyhow .",{},0,False,False,False,False,False,
within its limitations,"then just forget about all the controls you have on the metz flash head itself and the sca 3102 control panel , because they are all ignored .",{},0,False,False,False,False,False,
within its limitations,"the g3 completely takes over controlling the duration of the metz flash , and most of the time , the exposure is spot on and when it isnt , its because youve exceeded the range of the metz flash itself .",{},0,False,False,False,False,False,
within its limitations,"this might happen if you get too close to the subject and you are not bounce-flashing , or if you are bounce flashing and the walls are simply too far away .",{},0,False,False,False,False,False,
within its limitations,"unfortunately , the neutral density filters for the metz flash are no longer available , so the first problem cant easily be solved .",{},0,False,False,False,False,False,
within its limitations,the second problem is solved by more direct lighting from the metz ( with the attendant shadows unfortunately ) .,{},0,False,False,False,False,False,
within its limitations,"but once youve got your exposure within an acceptable range , the g3 is shown to produce utterly stunning images that i can hardly get with my nikon f100 film camera .",{},0,False,False,False,False,False,
within its limitations,"the 60 ct-4 flash head can actually be reversed 180 degrees and then tilted , enabling you to bounce the flash off the walls behind you .",{},0,False,False,False,False,False,
within its limitations,the results are shadow-free images that look as if theyve been exposed with the gentlest natural light you could imagine .,{},0,False,False,False,False,False,
within its limitations,"now there is one more complaint i have about the g3 and that is the software that comes with it for processing raw images ( i only shoot in raw image mode and the first thing i did was replace the 32 mbyte cf with a 512 mbyte cf , which gives me 130 raw images , as opposed to 7 !",{'software': -2},-2,False,False,False,False,False,software[-2]
within its limitations,"the canon software for raw images does not present you with a raw image at all , but the raw image after it has been processed by all the image-affecting settings in the camera .",{'software': -2},-2,False,False,False,False,False,software[-2]
within its limitations,i believe this is enabled by a second file that comes out of the camera that stores all this information .,{},0,False,False,False,False,False,
within its limitations,"maybe if you delete those files before you looked at them with the software , youd see the true , raw image that the camera actually produces .",{},0,False,False,False,False,False,
within its limitations,i didnt wait to experiment .,{},0,False,False,False,False,False,
within its limitations,"instead , i bought the adobe photoshop camera raw plug-in .",{},0,False,False,False,False,False,
within its limitations,what this plug-in reveals is the truly stunning quality of the raw g3 hardware .,{'g3': 3},3,False,False,False,False,False,g3[+3]
within its limitations,"without any tweaking at all , if the exposure is accurate , the colors are as realistic as ive ever seen produced by film , and this is a raw image !",{'color': 3},3,False,False,False,False,False,color[+3]
within its limitations,the adobe camera raw plug-in shows once again that hardware is miles ahead of software .,"{'g3': 3, ',software': -2}",1,False,False,False,False,False,"g3[+3],software[-2]"
within its limitations,what the g3 raw image software gives you is a fantasy world designed to please the uncritical .,{'software': -2},-2,False,False,False,False,False,software[-2]
within its limitations,"what the photoshop plug-in gives you is reality , and then if you want fantasy , you can use photoshop to create it .",{},0,False,False,False,False,False,
within its limitations,but at least youre starting with the most photorealistic images ive ever seen from a camera .,{'image': 3},3,False,False,False,False,False,image[+3]
